Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary
titanic,3,7,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1983,220,174,46,0,79.09090909,20.90909091,0,0.424018213,0.205728806,0.320636635,70.47113422,83.99586412,199.931131,151.4611021,48.47002883,0.908777868,0.688459555,0.220318313,62.61707964,0.284623089,6817.716756,0,0,0,0,1,220,0,0,0,0,0,0,NaN,NaN,0.790909091,0.438796415,0.561203585,0.209090909,0.8402331,0.790909091,0.754794309,0.51870049,0.775120522,0.782525723,0.693556202,0.790909091,0,0.018,0,0.015625,0,15.625,124766,122586,15043,100,64.54545455,?
titanic,3,8,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1983,220,171,49,0,77.72727273,22.27272727,0,0.404945904,0.212868988,0.33062795,72.91695933,86.61324794,199.931131,159.2634029,40.66772806,0.908777868,0.723924559,0.184853309,56.99148294,0.259052195,6205.204561,0,0,0,0,1,220,0,0,0,0,0,0,NaN,NaN,0.777272727,0.430548084,0.569451916,0.222727273,0.791063225,0.777272727,0.747993693,0.459783206,0.775262312,0.776371988,0.689435626,0.777272727,0,0.019,0,0.015625,0,15.625,125254,122586,15043,100,64.84848485,?
titanic,3,9,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1983,220,174,46,0,79.09090909,20.90909091,0,0.429087217,0.200935122,0.307952126,68.82908716,80.67295531,199.931131,140.6228046,59.30832638,0.908777868,0.639194566,0.269583302,67.8185548,0.308266158,7384.050807,0,0,0,0,1,220,0,0,0,0,0,0,NaN,NaN,0.790909091,0.431423317,0.568576683,0.209090909,0.830133808,0.790909091,0.757420608,0.512204607,0.831505813,0.829912158,0.69805466,0.790909091,0,0.021,0,0,0,0,125126,122586,15043,100,64.09090909,?
titanic,3,10,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1983,220,173,47,0,78.63636364,21.36363636,0,0.408872627,0.208377567,0.319959319,71.37845096,83.81843058,199.931131,150.1881135,49.74301749,0.908777868,0.682673243,0.226104625,61.30078531,0.278639933,6674.399278,0,0,0,0,1,220,0,0,0,0,0,0,NaN,NaN,0.786363636,0.448335467,0.551664533,0.213636364,0.837592764,0.786363636,0.748068789,0.506922473,0.772851876,0.781995631,0.684515637,0.786363636,0.001,0.019,0,0.015625,0,15.625,130326,122586,15043,100,64.6969697,?
titanic,4,1,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1982,221,175,46,0,79.18552036,20.81447964,0,0.437347797,0.206250419,0.324730678,70.4946711,84.85820506,201.5633873,155.0502476,46.51313967,0.912051526,0.701584831,0.210466695,63.26263576,0.28625627,6890.701043,0,0,0,0,1,221,0,0,0,0,0,0,NaN,NaN,0.791855204,0.423566613,0.576433387,0.208144796,0.831165786,0.791855204,0.75945278,0.518907535,0.731263982,0.753386346,0.702748538,0.791855204,0,0.028,0,0.015625,0,15.625,130209,122525,15104,100,63.65007541,?
titanic,4,2,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1982,220,177,43,0,80.45454545,19.54545455,0,0.473273942,0.201509564,0.313517148,69.02585862,82.13080135,199.931131,146.86925,53.06188094,0.908777868,0.6675875,0.241190368,66.63557329,0.30288897,7255.248363,0,0,0,0,1,220,0,0,0,0,0,0,NaN,NaN,0.804545455,0.40280616,0.59719384,0.195454545,0.839529506,0.804545455,0.77669351,0.54730472,0.777066919,0.787053243,0.723706884,0.804545455,0,0.021,0,0.015625,0,15.625,139950,122525,15104,100,63.93939394,?
titanic,4,3,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1982,221,171,50,0,77.37556561,22.62443439,0,0.389367816,0.208730068,0.325822697,71.13222716,84.86244159,210.7253913,173.7321186,36.99327276,0.953508558,0.786118183,0.167390374,62.11820528,0.281077852,6798.765754,0,0,0,0,1,220,1,1,0,0,0,0,0,0.004524887,0.773755656,0.446533434,0.553466566,0.226244344,0.796868249,0.773755656,0.737895747,0.46049875,0.784561337,0.7884622,0.452950558,0.773755656,0,0.024,0,0.03125,0,31.25,139881,122525,15104,99.54751131,63.95173454,?
titanic,4,4,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1983,220,165,55,0,75,25,0,0.326280624,0.223467776,0.352640267,76.54750901,92.37972441,199.931131,181.987218,17.94391292,0.908777868,0.827214627,0.081563241,47.45587449,0.21570852,5166.972215,0,0,0,0,1,220,0,0,0,0,0,0,NaN,NaN,0.75,0.473036204,0.526963796,0.25,0.753596491,0.75,0.71437542,0.377318313,0.667359864,0.700823147,0.646601828,0.75,0.001,0.018,0,0.015625,0,15.625,124422,122586,15043,99.09090909,64.09090909,?
titanic,4,5,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1983,220,172,48,0,78.18181818,21.81818182,0,0.393591363,0.211222107,0.319148107,72.35283047,83.60592054,199.931131,149.7758281,50.1553029,0.908777868,0.680799218,0.22797865,60.24732514,0.273851478,6559.699055,0,0,0,0,1,220,0,0,0,0,0,0,NaN,NaN,0.781818182,0.45787452,0.54212548,0.218181818,0.834979234,0.781818182,0.741246185,0.494988108,0.778334436,0.788885974,0.675316689,0.781818182,0,0.018,0,0.015625,0,15.625,124190,122586,15043,100,65.15151515,?
titanic,4,6,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1983,220,176,44,0,80,20,0,0.463355139,0.20089062,0.319884449,68.81384318,83.79881701,199.931131,152.5692288,47.36190215,0.908777868,0.693496495,0.215281373,65.63271825,0.298330537,7146.058001,0,0,0,0,1,220,0,0,0,0,0,0,NaN,NaN,0.8,0.404972115,0.595027885,0.2,0.828673835,0.8,0.772618633,0.530809044,0.769921543,0.77904007,0.719224968,0.8,0.001,0.018,0,0.015625,0,15.625,124174,122586,15043,99.54545455,64.09090909,?
titanic,4,7,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1983,220,179,41,0,81.36363636,18.63636364,0,0.502097593,0.191349084,0.298400391,65.54544879,78.17072647,199.931131,133.4894212,66.44170977,0.908777868,0.606770096,0.302007772,74.9737349,0.340789704,8163.103287,0,0,0,0,1,220,0,0,0,0,0,0,NaN,NaN,0.813636364,0.383728055,0.616271945,0.186363636,0.845814192,0.813636364,0.78913758,0.570091064,0.82734663,0.832994449,0.740140013,0.813636364,0,0.03,0,0.015625,0,15.625,127422,122586,15043,100,62.72727273,?
titanic,4,8,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1983,220,180,40,0,81.81818182,18.18181818,0,0.516324063,0.196533309,0.30392188,67.32127325,79.61716849,199.931131,138.464052,61.467079,0.908777868,0.629382054,0.279395814,71.06391235,0.323017783,7737.403736,0,0,0,0,1,220,0,0,0,0,0,0,NaN,NaN,0.818181818,0.374189002,0.625810998,0.181818182,0.848970993,0.818181818,0.79524642,0.581326979,0.796814444,0.809810203,0.748168498,0.818181818,0,0.019,0,0.015625,0,15.625,130230,122586,15043,100,64.09090909,?
titanic,4,9,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1983,220,172,48,0,78.18181818,21.81818182,0,0.404264922,0.204403477,0.317277109,70.01715078,83.115783,199.931131,147.4639315,52.4671995,0.908777868,0.670290598,0.23848727,64.07357288,0.291243513,6976.299021,0,0,0,0,1,220,0,0,0,0,0,0,NaN,NaN,0.781818182,0.443128325,0.556871675,0.218181818,0.814671761,0.781818182,0.746873678,0.482574048,0.820398903,0.816617677,0.684926602,0.781818182,0,0.019,0,0.015625,0,15.625,130334,122586,15043,100,64.24242424,?
titanic,4,10,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1983,220,166,54,0,75.45454545,24.54545455,0,0.352588556,0.220672431,0.343501439,75.58998061,89.9856632,199.931131,171.6056614,28.32546956,0.908777868,0.780025734,0.128752134,50.65014514,0.230227932,5514.762829,0,0,0,0,1,220,0,0,0,0,0,0,NaN,NaN,0.754545455,0.448750956,0.551249044,0.245454545,0.752270972,0.754545455,0.726092583,0.390869776,0.722752623,0.738110936,0.664444696,0.754545455,0.001,0.019,0,0.015625,0,15.625,124718,122586,15043,99.54545455,64.54545455,?
titanic,5,1,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1982,221,181,40,0,81.90045249,18.09954751,0,0.530735747,0.194651973,0.301908095,66.53041906,78.89423697,201.5633873,137.4593133,64.104074,0.912051526,0.621987843,0.290063683,72.91767157,0.329944215,7942.34811,0,0,0,0,1,221,0,0,0,0,0,0,NaN,NaN,0.819004525,0.353027642,0.646972358,0.180995475,0.837964282,0.819004525,0.800300338,0.578770532,0.837248322,0.837647837,0.757940854,0.819004525,0,0.02,0,0.015625,0,15.625,125073,122525,15104,100,63.95173454,?
titanic,5,2,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1982,220,164,56,0,74.54545455,25.45454545,0,0.304975742,0.227053315,0.3512139,77.77571298,92.00606493,199.931131,179.32671,20.60442095,0.908777868,0.815121409,0.093656459,45.30269528,0.205921342,4932.535124,0,0,0,0,1,220,0,0,0,0,0,0,NaN,NaN,0.745454545,0.489948354,0.510051646,0.254545455,0.752823573,0.745454545,0.704685957,0.364051815,0.723588384,0.731822334,0.632414369,0.745454545,0,0.019,0,0.015625,0,15.625,139950,122525,15104,99.09090909,64.39393939,?
titanic,5,3,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1982,221,182,39,0,82.35294118,17.64705882,0,0.537656904,0.190080288,0.299865929,64.77664871,78.10184819,210.7253913,155.5403534,55.18503796,0.953508558,0.703802504,0.249706054,77.40347594,0.350241973,8471.720956,0,0,0,0,1,220,1,1,0,0,0,0,0,0.004524887,0.823529412,0.357973856,0.642026144,0.176470588,0.848554608,0.823529412,0.801814032,0.596931766,0.809795123,0.812994613,0.508363841,0.823529412,0,0.02,0,0.015625,0,15.625,139881,122525,15104,99.54751131,63.34841629,?
titanic,5,4,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1983,220,173,47,0,78.63636364,21.36363636,0,0.408872627,0.202980711,0.321930063,69.52979096,84.33469814,199.931131,151.7610604,48.17007055,0.908777868,0.689823002,0.218954866,64.60231612,0.293646891,7033.868325,0,0,0,0,1,220,0,0,0,0,0,0,NaN,NaN,0.786363636,0.448335467,0.551664533,0.213636364,0.837592764,0.786363636,0.748068789,0.506922473,0.768598166,0.77797662,0.684515637,0.786363636,0.001,0.018,0,0.015625,0,15.625,125126,122586,15043,100,64.09090909,?
titanic,5,5,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1983,220,174,46,0,79.09090909,20.90909091,0,0.438962191,0.201821163,0.312624715,69.13259505,81.89701432,199.931131,145.0298375,54.9012935,0.908777868,0.659226534,0.249551334,66.84203555,0.303827434,7277.727872,0,0,0,0,1,220,0,0,0,0,0,0,NaN,NaN,0.790909091,0.416677122,0.583322878,0.209090909,0.814679824,0.790909091,0.762283117,0.50286504,0.768267322,0.787444073,0.706462467,0.790909091,0,0.025,0,0.03125,0,31.25,124758,122586,15043,100,64.09090909,?
titanic,5,6,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1983,220,177,43,0,80.45454545,19.54545455,0,0.473273942,0.205194192,0.320994226,70.28800526,84.08954092,199.931131,152.4480924,47.4830386,0.908777868,0.692945874,0.215831994,63.8245792,0.290111724,6949.188713,0,0,0,0,1,220,0,0,0,0,0,0,NaN,NaN,0.804545455,0.40280616,0.59719384,0.195454545,0.839529506,0.804545455,0.77669351,0.54730472,0.724595898,0.760390066,0.723706884,0.804545455,0,0.019,0,0.015625,0,15.625,127366,122586,15043,100,64.09090909,?
titanic,5,7,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1983,220,173,47,0,78.63636364,21.36363636,0,0.424276169,0.206129363,0.32121263,70.6083423,84.14675516,199.931131,150.8890031,49.04212789,0.908777868,0.685859105,0.222918763,62.06418699,0.282109941,6757.518076,0,0,0,0,1,220,0,0,0,0,0,0,NaN,NaN,0.786363636,0.426216174,0.573783826,0.213636364,0.810885167,0.786363636,0.755920813,0.490642584,0.780414028,0.791127672,0.698005199,0.786363636,0,0.018,0,0.015625,0,15.625,124270,122586,15043,100,63.63636364,?
titanic,5,8,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1983,220,169,51,0,76.81818182,23.18181818,0,0.364233908,0.214398762,0.328289691,73.44097393,86.00070387,199.931131,161.2775462,38.65358478,0.908777868,0.733079755,0.175698113,57.09668665,0.259530394,6216.659089,0,0,0,0,1,220,0,0,0,0,0,0,NaN,NaN,0.768181818,0.464372384,0.535627616,0.231818182,0.795189604,0.768181818,0.729616292,0.43998313,0.778287173,0.776200356,0.662769379,0.768181818,0,0.019,0,0.015625,0,15.625,130286,122586,15043,99.09090909,64.24242424,?
titanic,5,9,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1983,220,169,51,0,76.81818182,23.18181818,0,0.358563915,0.218858584,0.338094229,74.96865849,88.56915851,199.931131,164.5622474,35.36888357,0.908777868,0.748010215,0.160767653,52.36141811,0.238006446,5701.085386,0,0,0,0,1,220,0,0,0,0,0,0,NaN,NaN,0.768181818,0.471745482,0.528254518,0.231818182,0.803787879,0.768181818,0.726627834,0.444549462,0.723083467,0.741669473,0.657665904,0.768181818,0,0.019,0,0.015625,0,15.625,125302,122586,15043,100,64.24242424,?
titanic,5,10,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1983,220,175,45,0,79.54545455,20.45454545,0,0.443945181,0.204469212,0.323348703,70.03966774,84.70633363,199.931131,152.9345808,46.99655013,0.908777868,0.695157186,0.213620682,62.91821427,0.285991883,6850.504146,0,0,0,0,1,220,0,0,0,0,0,0,NaN,NaN,0.795454545,0.421884265,0.578115735,0.204545455,0.833265693,0.795454545,0.763929619,0.524040675,0.754844503,0.770443078,0.706744868,0.795454545,0.001,0.019,0,0.015625,0,15.625,125302,122586,15043,100,64.39393939,?
titanic,6,1,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1982,221,179,42,0,80.99547511,19.00452489,0,0.490615739,0.199310717,0.310335999,68.1227389,81.09660602,201.5633873,143.520291,58.04309633,0.912051526,0.649413081,0.262638445,69.41714203,0.314104715,7561.062976,0,0,0,0,1,221,0,0,0,0,0,0,NaN,NaN,0.809954751,0.393288084,0.606711916,0.190045249,0.851744806,0.809954751,0.782565877,0.570125977,0.774608501,0.791324543,0.732352941,0.809954751,0,0.019,0,0.015625,0,15.625,125233,122525,15104,100,63.95173454,?
titanic,6,2,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1982,220,175,45,0,79.54545455,20.45454545,0,0.453521749,0.198488099,0.311295101,67.99087455,81.54870099,199.931131,144.8624084,55.06872251,0.908777868,0.658465493,0.250312375,68.63401811,0.31197281,7472.83805,0,0,0,0,1,220,0,0,0,0,0,0,NaN,NaN,0.795454545,0.407138069,0.592861931,0.204545455,0.818438709,0.795454545,0.768565637,0.514937135,0.817941919,0.816992362,0.714787819,0.795454545,0,0.018,0,0.015625,0,15.625,139950,122525,15104,99.54545455,63.18181818,?
titanic,6,3,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1982,221,180,41,0,81.4479638,18.5520362,0,0.509845288,0.196978447,0.30945058,67.12744264,80.59822718,210.7253913,162.3728439,48.35254742,0.953508558,0.734718751,0.218789807,71.43000588,0.323212696,7817.931564,0,0,0,0,1,220,1,1,0,0,0,0,0,0.004524887,0.814479638,0.37670186,0.62329814,0.185520362,0.842291209,0.814479638,0.789885571,0.574991577,0.794436903,0.800691253,0.497907631,0.814479638,0,0.018,0,0.015625,0,15.625,139881,122525,15104,99.54751131,63.49924585,?
titanic,6,4,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1983,220,164,56,0,74.54545455,25.45454545,0,0.286128172,0.22319173,0.341171942,76.45295116,89.37541424,199.931131,165.8575684,34.07356253,0.908777868,0.753898038,0.15487983,49.19627984,0.223619454,5356.466691,0,0,0,0,1,220,0,0,0,0,0,0,NaN,NaN,0.745454545,0.512067647,0.487932353,0.254545455,0.773516935,0.745454545,0.694570896,0.371332187,0.743973911,0.758036549,0.615192404,0.745454545,0,0.018,0,0.03125,0,31.25,124166,122586,15043,100,64.6969697,?
titanic,6,5,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1983,220,175,45,0,79.54545455,20.45454545,0,0.443945181,0.205679334,0.323267295,70.45418761,84.68500745,199.931131,153.378098,46.55303292,0.908777868,0.697173173,0.211604695,62.98861356,0.28631188,6858.169186,0,0,0,0,1,220,0,0,0,0,0,0,NaN,NaN,0.795454545,0.421884265,0.578115735,0.204545455,0.833265693,0.795454545,0.763929619,0.524040675,0.739105776,0.761060365,0.706744868,0.795454545,0,0.02,0,0.015625,0,15.625,124166,122586,15043,100,64.54545455,?
titanic,6,6,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1983,220,176,44,0,80,20,0,0.467956469,0.203791573,0.317065445,69.80754676,83.06033416,199.931131,148.7250514,51.20607951,0.908777868,0.676022961,0.232754907,65.25046317,0.296593014,7104.438256,0,0,0,0,1,220,0,0,0,0,0,0,NaN,NaN,0.8,0.397599017,0.602400983,0.2,0.822168206,0.8,0.774771062,0.526870119,0.770772285,0.785145786,0.722985348,0.8,0,0.017,0,0.015625,0,15.625,130254,122586,15043,100,63.78787879,?
titanic,6,7,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1983,220,176,44,0,80,20,0,0.476926402,0.193969131,0.300734738,66.44293005,78.78224596,199.931131,136.4011151,63.53001589,0.908777868,0.620005069,0.2887728,72.43922852,0.329269221,7887.147482,0,0,0,0,1,220,0,0,0,0,0,0,NaN,NaN,0.8,0.382852822,0.617147178,0.2,0.812051396,0.8,0.778759482,0.521417031,0.806976085,0.815036253,0.730031236,0.8,0.001,0.017,0,0.015625,0,15.625,130302,122586,15043,100,63.48484848,?
titanic,6,8,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1983,220,171,49,0,77.72727273,22.27272727,0,0.383718271,0.216054053,0.334536791,74.00798375,87.63723105,199.931131,163.8041858,36.12694516,0.908777868,0.744564481,0.164213387,54.27450669,0.246702303,5909.381527,0,0,0,0,1,220,0,0,0,0,0,0,NaN,NaN,0.777272727,0.460040475,0.539959525,0.222727273,0.820690322,0.777272727,0.737348311,0.475735968,0.737357028,0.748922151,0.67109077,0.777272727,0.001,0.031,0,0.03125,0,31.25,127294,122586,15043,99.54545455,65,?
titanic,6,9,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1983,220,171,49,0,77.72727273,22.27272727,0,0.399777283,0.210473422,0.328504174,72.09637292,86.05689114,199.931131,162.4298553,37.50127563,0.908777868,0.738317524,0.170460344,60.13750998,0.273352318,6547.742434,0,0,0,0,1,220,0,0,0,0,0,0,NaN,NaN,0.777272727,0.437921182,0.562078818,0.222727273,0.796562998,0.777272727,0.745534465,0.462311517,0.758531052,0.761253556,0.685154356,0.777272727,0,0.019,0,0.03125,0,31.25,124246,122586,15043,99.09090909,64.24242424,?
titanic,6,10,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1983,220,169,51,0,76.81818182,23.18181818,0,0.369804538,0.217977664,0.342885667,74.66690491,89.82435199,199.931131,168.4194024,31.51172855,0.908777868,0.765542738,0.14323513,52.07927653,0.236723984,5670.365949,0,0,0,0,1,220,0,0,0,0,0,0,NaN,NaN,0.768181818,0.456999287,0.543000713,0.231818182,0.788105384,0.768181818,0.732453568,0.436523761,0.726864543,0.744830184,0.667644184,0.768181818,0,0.018,0,0.015625,0,15.625,130278,122586,15043,100,64.09090909,?
titanic,7,1,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1982,221,162,59,0,73.30316742,26.69683258,0,0.26262512,0.235818584,0.363459035,80.60082275,94.97864974,201.5633873,188.1844462,13.37894109,0.912051526,0.851513331,0.060538195,38.6904913,0.175070096,4214.250728,0,0,0,0,1,221,0,0,0,0,0,0,NaN,NaN,0.733031674,0.516588721,0.483411279,0.266968326,0.745300735,0.733031674,0.683031297,0.332205119,0.676360925,0.698506403,0.604459275,0.733031674,0.001,0.027,0,0.03125,0,31.25,130281,122525,15104,99.54751131,64.55505279,?
titanic,7,2,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1982,220,180,40,0,81.81818182,18.18181818,0,0.516324063,0.193951357,0.304415462,66.43684158,79.74647002,199.931131,141.3801259,58.55100511,0.908777868,0.642636936,0.266140932,73.27248215,0.333056737,7977.871727,0,0,0,0,1,220,0,0,0,0,0,0,NaN,NaN,0.818181818,0.374189002,0.625810998,0.181818182,0.848970993,0.818181818,0.79524642,0.581326979,0.788843434,0.797105229,0.748168498,0.818181818,0,0.019,0,0.015625,0,15.625,139950,122525,15104,100,63.48484848,?
titanic,7,3,weka.classifiers.lazy.IBk,"'-K 1 -W 0 -A \""weka.core.neighboursearch.LinearNNSearch -A \\\""weka.core.EuclideanDistance -R first-last\\\""\""'",-3.08019E+18,2.02E+07,1982,221,178,43,0,80.54298643,19.45701357,0,0.481560284,0.200267265,0.311465251,68.24822482,81.12295996,210.7253913,163.171988,47.55340335,0.953508558,0.738334787,0.215173771,68.60047497,0.310409389,7508.242677,0,0,0,0,1,220,1,1,0,0,0,0,0,0.004524887,0.805429864,0.395429864,0.604570136,0.194570136,0.836076178,0.805429864,0.777669687,0.55267506,0.797278783,0.807299034,0.487130545,0.805429864,0,0.018,0,0.015625,0,15.625,139881,122525,15104,99.54751131,63.80090498,?
